Country;Year;Series;Capital city;Value
Libya;2015;Urban population(percent);;79.3
Libya;2015;Urban population(percent growth rate per annum);;0.5
Libya;2015;Rural population(percent growth rate per annum);;-0.9
Libya;2015;Capital city population(thousands) ;Tripoli;1134
Libya;2015;Capital city population(as a percentage of total population);Tripoli;18.2
Libya;2015;Capital city population(as a percentage of total urban population);Tripoli;22.9
Libya;2018;Urban population(percent);;80.1
Libya;2018;Capital city population(thousands) ;Tripoli;1158
Liechtenstein;2005;Urban population(percent);;14.7
Liechtenstein;2005;Urban population(percent growth rate per annum);;0.4
Liechtenstein;2005;Rural population(percent growth rate per annum);;1.0
Liechtenstein;2010;Urban population(percent);;14.5
Liechtenstein;2010;Urban population(percent growth rate per annum);;0.3
Liechtenstein;2010;Rural population(percent growth rate per annum);;0.7
Liechtenstein;2015;Urban population(percent);;14.3
Liechtenstein;2015;Urban population(percent growth rate per annum);;0.5
Liechtenstein;2015;Rural population(percent growth rate per annum);;0.8
Liechtenstein;2018;Urban population(percent);;14.3
Liechtenstein;2018;Capital city population(thousands) ;Vaduz;5
Lithuania;2005;Urban population(percent);;66.6
Lithuania;2005;Urban population(percent growth rate per annum);;-1.0
Lithuania;2005;Rural population(percent growth rate per annum);;-0.7
Lithuania;2005;Capital city population(thousands) ;Vilnius;535
Lithuania;2005;Capital city population(as a percentage of total population);Vilnius;16.0
Lithuania;2005;Capital city population(as a percentage of total urban population);Vilnius;24.0
Lithuania;2010;Urban population(percent);;66.8
Lithuania;2010;Urban population(percent growth rate per annum);;-1.3
Lithuania;2010;Rural population(percent growth rate per annum);;-1.4
Lithuania;2010;Capital city population(thousands) ;Vilnius;526
Lithuania;2010;Capital city population(as a percentage of total population);Vilnius;16.8
Lithuania;2010;Capital city population(as a percentage of total urban population);Vilnius;25.2
Lithuania;2015;Urban population(percent);;67.2
Lithuania;2015;Urban population(percent growth rate per annum);;-1.1
Lithuania;2015;Rural population(percent growth rate per annum);;-1.6
Lithuania;2015;Capital city population(thousands) ;Vilnius;531
Lithuania;2015;Capital city population(as a percentage of total population);Vilnius;18.1
Lithuania;2015;Capital city population(as a percentage of total urban population);Vilnius;27.0
Lithuania;2018;Urban population(percent);;67.7
Lithuania;2018;Capital city population(thousands) ;Vilnius;536
Luxembourg;2005;Urban population(percent);;86.6
Luxembourg;2005;Urban population(percent growth rate per annum);;1.5
Luxembourg;2005;Rural population(percent growth rate per annum);;-2.3
Luxembourg;2010;Urban population(percent);;88.5
Luxembourg;2010;Urban population(percent growth rate per annum);;2.5
Luxembourg;2010;Rural population(percent growth rate per annum);;-1.1
Luxembourg;2015;Urban population(percent);;90.2
Luxembourg;2015;Urban population(percent growth rate per annum);;2.6
Luxembourg;2015;Rural population(percent growth rate per annum);;-0.9
Luxembourg;2018;Urban population(percent);;91.0
Luxembourg;2018;Capital city population(thousands) ;Luxembourg;120
Madagascar;2005;Urban population(percent);;28.8
Madagascar;2005;Urban population(percent growth rate per annum);;4.2
Madagascar;2005;Rural population(percent growth rate per annum);;2.6
Madagascar;2005;Capital city population(thousands) ;Antananarivo;1561
Madagascar;2005;Capital city population(as a percentage of total population);Antananarivo;8.5
Madagascar;2005;Capital city population(as a percentage of total urban population);Antananarivo;29.5
Madagascar;2010;Urban population(percent);;31.9
Madagascar;2010;Urban population(percent growth rate per annum);;4.9
Madagascar;2010;Rural population(percent growth rate per annum);;2.0
Madagascar;2010;Capital city population(thousands) ;Antananarivo;2021
Madagascar;2010;Capital city population(as a percentage of total population);Antananarivo;9.6
Madagascar;2010;Capital city population(as a percentage of total urban population);Antananarivo;29.9
Madagascar;2015;Urban population(percent);;35.2
Madagascar;2015;Urban population(percent growth rate per annum);;4.7
Madagascar;2015;Rural population(percent growth rate per annum);;1.7
Madagascar;2015;Capital city population(thousands) ;Antananarivo;2618
Madagascar;2015;Capital city population(as a percentage of total population);Antananarivo;10.8
Madagascar;2015;Capital city population(as a percentage of total urban population);Antananarivo;30.7
Madagascar;2018;Urban population(percent);;37.2
Madagascar;2018;Capital city population(thousands) ;Antananarivo;3058
Malawi;2005;Urban population(percent);;15.1
Malawi;2005;Urban population(percent growth rate per annum);;3.3
Malawi;2005;Rural population(percent growth rate per annum);;2.6
Malawi;2005;Capital city population(thousands) ;Lilongwe;590
Malawi;2005;Capital city population(as a percentage of total population);Lilongwe;4.5
Malawi;2005;Capital city population(as a percentage of total urban population);Lilongwe;30.1
Malawi;2010;Urban population(percent);;15.5
Malawi;2010;Urban population(percent growth rate per annum);;3.7
Malawi;2010;Rural population(percent growth rate per annum);;2.9
Malawi;2010;Capital city population(thousands) ;Lilongwe;731
Malawi;2010;Capital city population(as a percentage of total population);Lilongwe;4.8
Malawi;2010;Capital city population(as a percentage of total urban population);Lilongwe;31.0
Malawi;2015;Urban population(percent);;16.3
Malawi;2015;Urban population(percent growth rate per annum);;3.9
Malawi;2015;Rural population(percent growth rate per annum);;2.8
Malawi;2015;Capital city population(thousands) ;Lilongwe;905
Malawi;2015;Capital city population(as a percentage of total population);Lilongwe;5.2
Malawi;2015;Capital city population(as a percentage of total urban population);Lilongwe;31.6
Malawi;2018;Urban population(percent);;16.9
Malawi;2018;Capital city population(thousands) ;Lilongwe;1030
Malaysia;2005;Urban population(percent);;66.6
Malaysia;2005;Urban population(percent growth rate per annum);;3.5
Malaysia;2005;Rural population(percent growth rate per annum);;-0.6
Malaysia;2005;Capital city population(thousands) ;Kuala Lumpur;4927
Malaysia;2005;Capital city population(as a percentage of total population);Kuala Lumpur;19.2
Malaysia;2005;Capital city population(as a percentage of total urban population);Kuala Lumpur;28.8
Malaysia;2010;Urban population(percent);;70.9
Malaysia;2010;Urban population(percent growth rate per annum);;3.1
Malaysia;2010;Rural population(percent growth rate per annum);;-0.9
Malaysia;2010;Capital city population(thousands) ;Kuala Lumpur;5810
Malaysia;2010;Capital city population(as a percentage of total population);Kuala Lumpur;20.7
Malaysia;2010;Capital city population(as a percentage of total urban population);Kuala Lumpur;29.1
Malaysia;2015;Urban population(percent);;74.2
Malaysia;2015;Urban population(percent growth rate per annum);;2.7
Malaysia;2015;Rural population(percent growth rate per annum);;-0.6
Malaysia;2015;Capital city population(thousands) ;Kuala Lumpur;6851
Malaysia;2015;Capital city population(as a percentage of total population);Kuala Lumpur;22.3
Malaysia;2015;Capital city population(as a percentage of total urban population);Kuala Lumpur;30.0
Malaysia;2018;Urban population(percent);;76.0
Malaysia;2018;Capital city population(thousands) ;Kuala Lumpur;7564
Maldives;2005;Urban population(percent);;33.8
Maldives;2005;Urban population(percent growth rate per annum);;6.5
Maldives;2005;Rural population(percent growth rate per annum);;0.8
Maldives;2010;Urban population(percent);;36.4
Maldives;2010;Urban population(percent growth rate per annum);;4.2
Maldives;2010;Rural population(percent growth rate per annum);;1.9
Maldives;2015;Urban population(percent);;38.5
Maldives;2015;Urban population(percent growth rate per annum);;3.9
Maldives;2015;Rural population(percent growth rate per annum);;2.1
Maldives;2018;Urban population(percent);;39.8
Maldives;2018;Capital city population(thousands) ;Male;177
Mali;2005;Urban population(percent);;32.1
Mali;2005;Urban population(percent growth rate per annum);;5.5
Mali;2005;Rural population(percent growth rate per annum);;2.0
Mali;2005;Capital city population(thousands) ;Bamako;1486
Mali;2005;Capital city population(as a percentage of total population);Bamako;11.6
Mali;2005;Capital city population(as a percentage of total urban population);Bamako;36.2
Mali;2010;Urban population(percent);;36.0
Mali;2010;Urban population(percent growth rate per annum);;5.6
Mali;2010;Rural population(percent growth rate per annum);;2.1
Mali;2010;Capital city population(thousands) ;Bamako;1886
Mali;2010;Capital city population(as a percentage of total population);Bamako;12.5
Mali;2010;Capital city population(as a percentage of total urban population);Bamako;34.7
Mali;2015;Urban population(percent);;40.0
Mali;2015;Urban population(percent growth rate per annum);;5.0
Mali;2015;Rural population(percent growth rate per annum);;1.7
Mali;2015;Capital city population(thousands) ;Bamako;2219
Mali;2015;Capital city population(as a percentage of total population);Bamako;12.7
Mali;2015;Capital city population(as a percentage of total urban population);Bamako;31.8
Mali;2018;Urban population(percent);;42.4
Mali;2018;Capital city population(thousands) ;Bamako;2447
Malta;2005;Urban population(percent);;93.6
Malta;2005;Urban population(percent growth rate per annum);;0.8
Malta;2005;Rural population(percent growth rate per annum);;-3.2
Malta;2010;Urban population(percent);;94.1
Malta;2010;Urban population(percent growth rate per annum);;0.5
Malta;2010;Rural population(percent growth rate per annum);;-0.9
Malta;2015;Urban population(percent);;94.4
Malta;2015;Urban population(percent growth rate per annum);;0.6
Malta;2015;Rural population(percent growth rate per annum);;-0.6
Malta;2018;Urban population(percent);;94.6
Malta;2018;Capital city population(thousands) ;Valletta;213
Marshall Islands;2005;Urban population(percent);;71.1
Marshall Islands;2005;Urban population(percent growth rate per annum);;0.7
Marshall Islands;2005;Rural population(percent growth rate per annum);;-1.7
Marshall Islands;2010;Urban population(percent);;73.6
Marshall Islands;2010;Urban population(percent growth rate per annum);;0.8
Marshall Islands;2010;Rural population(percent growth rate per annum);;-1.6
Marshall Islands;2015;Urban population(percent);;75.8
Marshall Islands;2015;Urban population(percent growth rate per annum);;0.8
Marshall Islands;2015;Rural population(percent growth rate per annum);;-1.6
Marshall Islands;2018;Urban population(percent);;77.0
Marshall Islands;2018;Capital city population(thousands) ;Majuro;31
Martinique;2005;Urban population(percent);;89.3
Martinique;2005;Urban population(percent growth rate per annum);;0.4
Martinique;2005;Rural population(percent growth rate per annum);;1.2
Martinique;2010;Urban population(percent);;89.1
Martinique;2010;Urban population(percent growth rate per annum);;-0.2
Martinique;2010;Rural population(percent growth rate per annum);;0.4
Martinique;2015;Urban population(percent);;89.0
Martinique;2015;Urban population(percent growth rate per annum);;-0.5
Martinique;2015;Rural population(percent growth rate per annum);;-0.3
Martinique;2018;Urban population(percent);;89.0
Martinique;2018;Capital city population(thousands) ;Fort-de-France;79
Mauritania;2005;Urban population(percent);;42.1
Mauritania;2005;Urban population(percent growth rate per annum);;4.9
Mauritania;2005;Rural population(percent growth rate per annum);;1.5
Mauritania;2005;Capital city population(thousands) ;Nouakchott;684
Mauritania;2005;Capital city population(as a percentage of total population);Nouakchott;21.8
Mauritania;2005;Capital city population(as a percentage of total urban population);Nouakchott;51.9
Mauritania;2010;Urban population(percent);;46.6
Mauritania;2010;Urban population(percent growth rate per annum);;4.9
Mauritania;2010;Rural population(percent growth rate per annum);;1.2
Mauritania;2010;Capital city population(thousands) ;Nouakchott;851
Mauritania;2010;Capital city population(as a percentage of total population);Nouakchott;23.6
Mauritania;2010;Capital city population(as a percentage of total urban population);Nouakchott;50.6
Mauritania;2015;Urban population(percent);;51.1
Mauritania;2015;Urban population(percent growth rate per annum);;4.8
Mauritania;2015;Rural population(percent growth rate per annum);;1.2
Mauritania;2015;Capital city population(thousands) ;Nouakchott;1058
Mauritania;2015;Capital city population(as a percentage of total population);Nouakchott;25.3
Mauritania;2015;Capital city population(as a percentage of total urban population);Nouakchott;49.5
Mauritania;2018;Urban population(percent);;53.7
Mauritania;2018;Capital city population(thousands) ;Nouakchott;1205
Mauritius;2005;Urban population(percent);;42.1
Mauritius;2005;Urban population(percent growth rate per annum);;0.3
Mauritius;2005;Rural population(percent growth rate per annum);;0.8
Mauritius;2010;Urban population(percent);;41.6
Mauritius;2010;Urban population(percent growth rate per annum);;0.2
Mauritius;2010;Rural population(percent growth rate per annum);;0.6
Mauritius;2015;Urban population(percent);;41.0
Mauritius;2015;Urban population(percent growth rate per annum);;-0.1
Mauritius;2015;Rural population(percent growth rate per annum);;0.4
Mauritius;2018;Urban population(percent);;40.8
Mauritius;2018;Capital city population(thousands) ;Port Louis;149
Mayotte;2005;Urban population(percent);;50.2
Mayotte;2005;Urban population(percent growth rate per annum);;4.4
Mayotte;2005;Rural population(percent growth rate per annum);;2.4
Mayotte;2010;Urban population(percent);;49.0
Mayotte;2010;Urban population(percent growth rate per annum);;2.7
Mayotte;2010;Rural population(percent growth rate per annum);;3.7
Mayotte;2015;Urban population(percent);;47.0
Mayotte;2015;Urban population(percent growth rate per annum);;2.0
Mayotte;2015;Rural population(percent growth rate per annum);;3.6
Mayotte;2018;Urban population(percent);;46.1
Mayotte;2018;Capital city population(thousands) ;Mamoudzou;6
Mexico;2005;Urban population(percent);;76.3
Mexico;2005;Urban population(percent growth rate per annum);;1.7
Mexico;2005;Rural population(percent growth rate per annum);;0.0
Mexico;2005;Capital city population(thousands) ;Mexico City;19276
Mexico;2005;Capital city population(as a percentage of total population);Mexico City;17.8
Mexico;2005;Capital city population(as a percentage of total urban population);Mexico City;23.3
Mexico;2010;Urban population(percent);;77.8
Mexico;2010;Urban population(percent growth rate per annum);;2.0
Mexico;2010;Rural population(percent growth rate per annum);;0.3
Mexico;2010;Capital city population(thousands) ;Mexico City;20137
Mexico;2010;Capital city population(as a percentage of total population);Mexico City;17.2
Mexico;2010;Capital city population(as a percentage of total urban population);Mexico City;22.1
Mexico;2015;Urban population(percent);;79.3
Mexico;2015;Urban population(percent growth rate per annum);;1.8
Mexico;2015;Rural population(percent growth rate per annum);;0.0
Mexico;2015;Capital city population(thousands) ;Mexico City;21340
Mexico;2015;Capital city population(as a percentage of total population);Mexico City;17.0
Mexico;2015;Capital city population(as a percentage of total urban population);Mexico City;21.4
Mexico;2018;Urban population(percent);;80.2
Mexico;2018;Capital city population(thousands) ;Mexico City;21581
Micronesia (Fed. States of);2005;Urban population(percent);;22.3
Micronesia (Fed. States of);2005;Urban population(percent growth rate per annum);;-0.2
Micronesia (Fed. States of);2005;Rural population(percent growth rate per annum);;-0.2
Micronesia (Fed. States of);2010;Urban population(percent);;22.3
Micronesia (Fed. States of);2010;Urban population(percent growth rate per annum);;-0.5
Micronesia (Fed. States of);2010;Rural population(percent growth rate per annum);;-0.5
Micronesia (Fed. States of);2015;Urban population(percent);;22.5
Micronesia (Fed. States of);2015;Urban population(percent growth rate per annum);;0.3
Micronesia (Fed. States of);2015;Rural population(percent growth rate per annum);;0.1
Micronesia (Fed. States of);2018;Urban population(percent);;22.7
Micronesia (Fed. States of);2018;Capital city population(thousands) ;Palikir;7
Monaco;2005;Urban population(percent);;100.0
Monaco;2005;Urban population(percent growth rate per annum);;1.0
Monaco;2005;Rural population(percent growth rate per annum);;0.0
Monaco;2010;Urban population(percent);;100.0
Monaco;2010;Urban population(percent growth rate per annum);;1.9
Monaco;2010;Rural population(percent growth rate per annum);;0.0
Monaco;2015;Urban population(percent);;100.0
Monaco;2015;Urban population(percent growth rate per annum);;0.6
Monaco;2015;Rural population(percent growth rate per annum);;0.0
Monaco;2018;Urban population(percent);;100.0
Monaco;2018;Capital city population(thousands) ;Monaco;39
Mongolia;2005;Urban population(percent);;62.5
Mongolia;2005;Urban population(percent growth rate per annum);;2.8
Mongolia;2005;Rural population(percent growth rate per annum);;-1.6
Mongolia;2005;Capital city population(thousands) ;Ulaanbaatar;933
Mongolia;2005;Capital city population(as a percentage of total population);Ulaanbaatar;36.9
Mongolia;2005;Capital city population(as a percentage of total urban population);Ulaanbaatar;59.1
Mongolia;2010;Urban population(percent);;67.6
Mongolia;2010;Urban population(percent growth rate per annum);;3.0
Mongolia;2010;Rural population(percent growth rate per annum);;-1.5
Mongolia;2010;Capital city population(thousands) ;Ulaanbaatar;1138
Mongolia;2010;Capital city population(as a percentage of total population);Ulaanbaatar;41.9
Mongolia;2010;Capital city population(as a percentage of total urban population);Ulaanbaatar;62.1
Mongolia;2015;Urban population(percent);;68.2
Mongolia;2015;Urban population(percent growth rate per annum);;2.1
Mongolia;2015;Rural population(percent growth rate per annum);;1.4
Mongolia;2015;Capital city population(thousands) ;Ulaanbaatar;1365
Mongolia;2015;Capital city population(as a percentage of total population);Ulaanbaatar;45.8
Mongolia;2015;Capital city population(as a percentage of total urban population);Ulaanbaatar;67.2
Mongolia;2018;Urban population(percent);;68.4
Mongolia;2018;Capital city population(thousands) ;Ulaanbaatar;1520
Montenegro;2005;Urban population(percent);;62.5
Montenegro;2005;Urban population(percent growth rate per annum);;1.4
Montenegro;2005;Rural population(percent growth rate per annum);;-1.9
Montenegro;2010;Urban population(percent);;64.1
Montenegro;2010;Urban population(percent growth rate per annum);;0.8
Montenegro;2010;Rural population(percent growth rate per annum);;-0.7
Montenegro;2015;Urban population(percent);;65.8
Montenegro;2015;Urban population(percent growth rate per annum);;0.6
Montenegro;2015;Rural population(percent growth rate per annum);;-0.8
Montenegro;2018;Urban population(percent);;66.8
Montenegro;2018;Capital city population(thousands) ;Podgorica;177
Montserrat;2005;Urban population(percent);;9.3
Montserrat;2005;Urban population(percent growth rate per annum);;29.3
Montserrat;2005;Rural population(percent growth rate per annum);;-2.3
Montserrat;2010;Urban population(percent);;9.2
Montserrat;2010;Urban population(percent growth rate per annum);;0.3
Montserrat;2010;Rural population(percent growth rate per annum);;0.7
Montserrat;2015;Urban population(percent);;9.0
Montserrat;2015;Urban population(percent growth rate per annum);;0.5
Montserrat;2015;Rural population(percent growth rate per annum);;0.7
Montserrat;2018;Urban population(percent);;9.1
Montserrat;2018;Capital city population(thousands) ;Brades Estate;0
Morocco;2005;Urban population(percent);;55.2
Morocco;2005;Urban population(percent growth rate per annum);;1.8
Morocco;2005;Rural population(percent growth rate per annum);;0.3
Morocco;2005;Capital city population(thousands) ;Rabat;1635
Morocco;2005;Capital city population(as a percentage of total population);Rabat;5.4
Morocco;2005;Capital city population(as a percentage of total urban population);Rabat;9.7
Morocco;2010;Urban population(percent);;58.0
Morocco;2010;Urban population(percent growth rate per annum);;2.2
Morocco;2010;Rural population(percent growth rate per annum);;-0.1
Morocco;2010;Capital city population(thousands) ;Rabat;1714
Morocco;2010;Capital city population(as a percentage of total population);Rabat;5.3
Morocco;2010;Capital city population(as a percentage of total urban population);Rabat;9.1
Morocco;2015;Urban population(percent);;60.8
Morocco;2015;Urban population(percent growth rate per annum);;2.4
Morocco;2015;Rural population(percent growth rate per annum);;0.0
Morocco;2015;Capital city population(thousands) ;Rabat;1796
Morocco;2015;Capital city population(as a percentage of total population);Rabat;5.2
Morocco;2015;Capital city population(as a percentage of total urban population);Rabat;8.5
Morocco;2018;Urban population(percent);;62.5
Morocco;2018;Capital city population(thousands) ;Rabat;1847
Mozambique;2005;Urban population(percent);;30.0
Mozambique;2005;Urban population(percent growth rate per annum);;3.5
Mozambique;2005;Rural population(percent growth rate per annum);;2.7
Mozambique;2005;Capital city population(thousands) ;Maputo;1072
Mozambique;2005;Capital city population(as a percentage of total population);Maputo;5.1
Mozambique;2005;Capital city population(as a percentage of total urban population);Maputo;17.1
Mozambique;2010;Urban population(percent);;31.8
Mozambique;2010;Urban population(percent growth rate per annum);;4.1
Mozambique;2010;Rural population(percent growth rate per annum);;2.4
Mozambique;2010;Capital city population(thousands) ;Maputo;1097
Mozambique;2010;Capital city population(as a percentage of total population);Maputo;4.5
Mozambique;2010;Capital city population(as a percentage of total urban population);Maputo;14.2
Mozambique;2015;Urban population(percent);;34.4
Mozambique;2015;Urban population(percent growth rate per annum);;4.5
Mozambique;2015;Rural population(percent growth rate per annum);;2.1
Mozambique;2015;Capital city population(thousands) ;Maputo;1100
Mozambique;2015;Capital city population(as a percentage of total population);Maputo;3.9
Mozambique;2015;Capital city population(as a percentage of total urban population);Maputo;11.4
Mozambique;2018;Urban population(percent);;36.0
Mozambique;2018;Capital city population(thousands) ;Maputo;1102
Myanmar;2005;Urban population(percent);;27.9
Myanmar;2005;Urban population(percent growth rate per annum);;1.7
Myanmar;2005;Rural population(percent growth rate per annum);;0.8
Myanmar;2005;Capital city population(thousands) ;Nay Pyi Taw;148
Myanmar;2005;Capital city population(as a percentage of total population);Nay Pyi Taw;0.3
Myanmar;2005;Capital city population(as a percentage of total urban population);Nay Pyi Taw;1.1
Myanmar;2010;Urban population(percent);;28.9
Myanmar;2010;Urban population(percent growth rate per annum);;1.3
Myanmar;2010;Rural population(percent growth rate per annum);;0.4
Myanmar;2010;Capital city population(thousands) ;Nay Pyi Taw;234
Myanmar;2010;Capital city population(as a percentage of total population);Nay Pyi Taw;0.5
Myanmar;2010;Capital city population(as a percentage of total urban population);Nay Pyi Taw;1.6
Myanmar;2015;Urban population(percent);;29.9
Myanmar;2015;Urban population(percent growth rate per annum);;1.5
Myanmar;2015;Rural population(percent growth rate per annum);;0.6
Myanmar;2015;Capital city population(thousands) ;Nay Pyi Taw;376
Myanmar;2015;Capital city population(as a percentage of total population);Nay Pyi Taw;0.7
Myanmar;2015;Capital city population(as a percentage of total urban population);Nay Pyi Taw;2.4
Myanmar;2018;Urban population(percent);;30.6
Myanmar;2018;Capital city population(thousands) ;Nay Pyi Taw;500
Namibia;2005;Urban population(percent);;36.6
Namibia;2005;Urban population(percent growth rate per annum);;3.8
Namibia;2005;Rural population(percent growth rate per annum);;0.1
Namibia;2005;Capital city population(thousands) ;Windhoek;268
Namibia;2005;Capital city population(as a percentage of total population);Windhoek;13.2
Namibia;2005;Capital city population(as a percentage of total urban population);Windhoek;36.1
Namibia;2010;Urban population(percent);;41.6
Namibia;2010;Urban population(percent growth rate per annum);;3.9
Namibia;2010;Rural population(percent growth rate per annum);;-0.3
Namibia;2010;Capital city population(thousands) ;Windhoek;314
Namibia;2010;Capital city population(as a percentage of total population);Windhoek;14.5
Namibia;2010;Capital city population(as a percentage of total urban population);Windhoek;34.7
Namibia;2015;Urban population(percent);;46.9
Namibia;2015;Urban population(percent growth rate per annum);;4.6
Namibia;2015;Rural population(percent growth rate per annum);;0.3
Namibia;2015;Capital city population(thousands) ;Windhoek;368
Namibia;2015;Capital city population(as a percentage of total population);Windhoek;15.2
Namibia;2015;Capital city population(as a percentage of total urban population);Windhoek;32.3
Namibia;2018;Urban population(percent);;50.0
Namibia;2018;Capital city population(thousands) ;Windhoek;404
Nauru;2005;Urban population(percent);;100.0
Nauru;2005;Urban population(percent growth rate per annum);;0.2
Nauru;2005;Rural population(percent growth rate per annum);;0.0
Nauru;2010;Urban population(percent);;100.0
Nauru;2010;Urban population(percent growth rate per annum);;-0.2
Nauru;2010;Rural population(percent growth rate per annum);;0.0
Nauru;2015;Urban population(percent);;100.0
Nauru;2015;Urban population(percent growth rate per annum);;2.3
Nauru;2015;Rural population(percent growth rate per annum);;0.0
Nauru;2018;Urban population(percent);;100.0
Nauru;2018;Capital city population(thousands) ;Yaren;11
Nepal;2005;Urban population(percent);;15.1
Nepal;2005;Urban population(percent growth rate per annum);;4.0
Nepal;2005;Rural population(percent growth rate per annum);;1.1
Nepal;2005;Capital city population(thousands) ;Kathmandu;790
Nepal;2005;Capital city population(as a percentage of total population);Kathmandu;3.1
Nepal;2005;Capital city population(as a percentage of total urban population);Kathmandu;20.3
Nepal;2010;Urban population(percent);;16.8
Nepal;2010;Urban population(percent growth rate per annum);;3.1
Nepal;2010;Rural population(percent growth rate per annum);;0.7
Nepal;2010;Capital city population(thousands) ;Kathmandu;965
Nepal;2010;Capital city population(as a percentage of total population);Kathmandu;3.6
Nepal;2010;Capital city population(as a percentage of total urban population);Kathmandu;21.3
Nepal;2015;Urban population(percent);;18.6
Nepal;2015;Urban population(percent growth rate per annum);;3.2
Nepal;2015;Rural population(percent growth rate per annum);;0.7
Nepal;2015;Capital city population(thousands) ;Kathmandu;1179
Nepal;2015;Capital city population(as a percentage of total population);Kathmandu;4.1
Nepal;2015;Capital city population(as a percentage of total urban population);Kathmandu;22.2
Nepal;2018;Urban population(percent);;19.7
Nepal;2018;Capital city population(thousands) ;Kathmandu;1330
Netherlands;2005;Urban population(percent);;82.6
Netherlands;2005;Urban population(percent growth rate per annum);;2.0
Netherlands;2005;Rural population(percent growth rate per annum);;-5.2
Netherlands;2005;Capital city population(thousands) ;Amsterdam;1025
Netherlands;2005;Capital city population(as a percentage of total population);Amsterdam;6.3
Netherlands;2005;Capital city population(as a percentage of total urban population);Amsterdam;7.6
Netherlands;2010;Urban population(percent);;87.1
Netherlands;2010;Urban population(percent growth rate per annum);;1.4
Netherlands;2010;Rural population(percent growth rate per annum);;-5.6
Netherlands;2010;Capital city population(thousands) ;Amsterdam;1065
Netherlands;2010;Capital city population(as a percentage of total population);Amsterdam;6.4
Netherlands;2010;Capital city population(as a percentage of total urban population);Amsterdam;7.3
Netherlands;2015;Urban population(percent);;90.2
Netherlands;2015;Urban population(percent growth rate per annum);;1.0
Netherlands;2015;Rural population(percent growth rate per annum);;-5.1
Netherlands;2015;Capital city population(thousands) ;Amsterdam;1106
Netherlands;2015;Capital city population(as a percentage of total population);Amsterdam;6.5
Netherlands;2015;Capital city population(as a percentage of total urban population);Amsterdam;7.2
Netherlands;2018;Urban population(percent);;91.5
Netherlands;2018;Capital city population(thousands) ;Amsterdam;1132
New Caledonia;2005;Urban population(percent);;64.0
New Caledonia;2005;Urban population(percent growth rate per annum);;2.4
New Caledonia;2005;Rural population(percent growth rate per annum);;0.7
New Caledonia;2010;Urban population(percent);;67.1
New Caledonia;2010;Urban population(percent growth rate per annum);;2.5
New Caledonia;2010;Rural population(percent growth rate per annum);;-0.3
New Caledonia;2015;Urban population(percent);;69.4
New Caledonia;2015;Urban population(percent growth rate per annum);;2.1
New Caledonia;2015;Rural population(percent growth rate per annum);;0.0
New Caledonia;2018;Urban population(percent);;70.7
New Caledonia;2018;Capital city population(thousands) ;Nouméa;198
New Zealand;2005;Urban population(percent);;86.3
New Zealand;2005;Urban population(percent growth rate per annum);;1.5
New Zealand;2005;Rural population(percent growth rate per annum);;0.9
New Zealand;2005;Capital city population(thousands) ;Wellington;371
New Zealand;2005;Capital city population(as a percentage of total population);Wellington;9.0
New Zealand;2005;Capital city population(as a percentage of total urban population);Wellington;10.4
New Zealand;2010;Urban population(percent);;86.2
New Zealand;2010;Urban population(percent growth rate per annum);;1.1
New Zealand;2010;Rural population(percent growth rate per annum);;1.4
New Zealand;2010;Capital city population(thousands) ;Wellington;387
New Zealand;2010;Capital city population(as a percentage of total population);Wellington;8.9
New Zealand;2010;Capital city population(as a percentage of total urban population);Wellington;10.3
New Zealand;2015;Urban population(percent);;86.3
New Zealand;2015;Urban population(percent growth rate per annum);;1.1
New Zealand;2015;Rural population(percent growth rate per annum);;0.8
New Zealand;2015;Capital city population(thousands) ;Wellington;402
New Zealand;2015;Capital city population(as a percentage of total population);Wellington;8.7
New Zealand;2015;Capital city population(as a percentage of total urban population);Wellington;10.1
New Zealand;2018;Urban population(percent);;86.5
New Zealand;2018;Capital city population(thousands) ;Wellington;411
Nicaragua;2005;Urban population(percent);;55.9
Nicaragua;2005;Urban population(percent growth rate per annum);;1.6
Nicaragua;2005;Rural population(percent growth rate per annum);;1.0
Nicaragua;2005;Capital city population(thousands) ;Managua;910
Nicaragua;2005;Capital city population(as a percentage of total population);Managua;16.9
Nicaragua;2005;Capital city population(as a percentage of total urban population);Managua;30.3
Nicaragua;2010;Urban population(percent);;56.9
Nicaragua;2010;Urban population(percent growth rate per annum);;1.6
Nicaragua;2010;Rural population(percent growth rate per annum);;0.8
Nicaragua;2010;Capital city population(thousands) ;Managua;992
Nicaragua;2010;Capital city population(as a percentage of total population);Managua;17.3
Nicaragua;2010;Capital city population(as a percentage of total urban population);Managua;30.4
Nicaragua;2015;Urban population(percent);;57.9
Nicaragua;2015;Urban population(percent growth rate per annum);;1.5
Nicaragua;2015;Rural population(percent growth rate per annum);;0.7
Nicaragua;2015;Capital city population(thousands) ;Managua;1027
Nicaragua;2015;Capital city population(as a percentage of total population);Managua;16.9
Nicaragua;2015;Capital city population(as a percentage of total urban population);Managua;29.2
Nicaragua;2018;Urban population(percent);;58.5
Nicaragua;2018;Capital city population(thousands) ;Managua;1048
Niger;2005;Urban population(percent);;16.2
Niger;2005;Urban population(percent growth rate per annum);;3.7
Niger;2005;Rural population(percent growth rate per annum);;3.6
Niger;2005;Capital city population(thousands) ;Niamey;821
Niger;2005;Capital city population(as a percentage of total population);Niamey;6.0
